,ticker,cik,filing_type,period_end,file_name,url,success
13,TREC,0000007039,TREC,2018-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2018-06-30_10-Q_0000007039-18-000037_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703918000037/trecoraq2201810q.htm,True
14,TREC,0000007039,TREC,2018-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2018-03-31_10-Q_0000007039-18-000017_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703918000017/form10q033118.htm,True
15,TREC,0000007039,TREC,2017-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2017-09-30_10-Q_0000007039-17-000035_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703917000035/form10q093017.htm,True
16,TREC,0000007039,TREC,2017-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2017-06-30_10-Q_0000007039-17-000032_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703917000032/form10q063017.htm,True
17,TREC,0000007039,TREC,2017-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2017-03-31_10-Q_0000007039-17-000021_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703917000021/form10q033117.htm,True
18,TREC,0000007039,TREC,2016-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2016-09-30_10-Q_0000007039-16-000057_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703916000057/form10q093016.htm,True
19,TREC,0000007039,TREC,2016-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2016-06-30_10-Q_0000007039-16-000048_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703916000048/form10q063016.htm,True
20,TREC,0000007039,TREC,2016-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2016-03-31_10-Q_0000007039-16-000038_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703916000038/form10q033116.htm,True
21,TREC,0000007039,TREC,2015-09-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2015-09-30_10-Q_0000007039-15-000023_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703915000023/form10q93015.htm,True
22,TREC,0000007039,TREC,2015-06-30,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2015-06-30_10-Q_0000007039-15-000019_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703915000019/form10q063015.htm,True
23,TREC,0000007039,TREC,2015-03-31,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\TREC_2015-03-31_10-Q_0000007039-15-000007_filing-details.html,https://www.sec.gov/Archives/edgar/data/0000007039/000000703915000007/form10q033115.htm,True
